# Generated by tools/dictgen — do not edit by hand.
# Language: Indonesian (id)
# Format: word|band|from|pos — what each word is. What it means is in
# gloss.<language>.txt, joined to this file on the headword.
#
# The band column is empty for any word ranks.txt ranks: the band is computed
# from the rank there. It is filled only for words the corpus never ranked.
yang|||
dan|||
di|||
ke|||
dari|||
ini|||
itu|||pron.;part.
non-fosil|||
pengajuan|||
pengrusakan||rusak|n.
pose|||
progres|||
reboisasi|||
rekonsiliasi|||
rekrutmen|||
renegosiasi|||
resisten|||
reunifikasi|||
sektoral|||
start-up|||
statistika|||
tampuk|||
teologis|||
terdegradasi|||
triwulan|||
tunggakan|||
veto|||
bip|||
bushing|||
jamaah|||
lumen|||
pertussis|||
rejan|||
trio|||
akselerasi|||
atensi|||
bajing|||
buletin|||
corat-coret|||
dirujuk||rujuk|v.
gantry|||
klad|||
kosmis|||
neurogenesis|||
purwarupa|||
selingan|||
shio|||
trinil|||
aksioma|||
amplifier|||
fasad|||
fotosistem|||
hadirat|||
infus|||
lithium-ion|||
nefron|||
serambi|||
spam|||
spasi|||
timer|||
trafo|||
bordir|||
canai|||
header|||
lateks|||
mensimulasikan|||v.
podcast|||
proletariat|||
terminologi|||
kondensor|||
sekuens|||
acar|||
alhamdulillah|||
asetilkolin|||
bolak-balik|||
derivatif|||
diaspora|||
halogen|||
invasif|||
istiadat|||
keling|||
kromatid|||
mamogram|||
menelaah|||v.
mengenyahkan||enyah|v.
menyunting|||v.
mosaik|||
panorama|||
penyisipan|||
plankton|||
prosa|||
sekresi|||
tikungan|||
traumatis|||
unggun|||
vitalitas|||
bergerigi|||adj.
hiking|||
himne|||
kari|||
kasual|||
lentera|||
mikroorganisme|||
runjung|||
surau|||
buffer|||
kedaluwarsa|||
kunyit|||
molding|||
umbi|||
agnostik|||
aransemen|||
asosiatif|||
eksponen|||
intrinsik|||
kemih|||
konvoi|||
koroner|||
korvet|||
kuartil|||
kultivar|||
moto|||
overhead|||
aktivisme|||
berfaedah||faedah|adj.
bersembahyang||sembahyang|v.
bersilang|||v.
berulir||ulir|adj.
bidara|||
bohlam|||
cercaan|||
demensia|||
digoncangkan||guncang|v.
dihalau|||v.
diperolok-olokkan|||v.
dirham|||
diridhai|||v.
disandangkan|||v.
eksponensial|||
fidyah|||
gerai|||
hardikan|||
hirarki|||
inderawi||indera|adj.
infakkan||infak|v.
inlet|||
jatah|||
kecoa|||
kukuh|||
leverage|||
manasik|||
marshmallow|||
menghamparkan|||v.
nafs|||
nazar|||
non-kekerasan|||
nuthfah|||
penghisaban||hisab|n.
pengukuh||kukuh|n.
pernis|||
poli|||
proxy|||
rakaat|||
rangkuman|||
rap|||
repositori|||
sukun|||
dinar|||
konkordansi|||
modulus|||
programmer|||
saksofon|||
sesar|||
bakteria|||
kavitasi|||
korespondensi|||
merepresentasikan||representasi|v.
non-anyaman|||
rupiah|||
trendi|||
centang|||
colokan|||
developer|||
dinonaktifkan||nonaktif|v.
ebook|||
faks|||
firma|||
gusi|||
jenjang|||
kesatria|||
kompos|||
pabean|||
plug-in|||
rintisan|||
solenoid|||
vila|||
adikuasa|||
advokat|||
agrobisnis|||
agroekologi|||
amanah|||
ambruk|||
asertif|||
bioekonomi|||
biomedis|||
broadband|||
capres|||
debitur|||
depresiasi|||
desertifikasi|||
diusung|||v.
ekspatriat|||
ekstrimis|||
fracking|||
gigawatt|||
heksagonal|||
infodemi|||
ketupat|||
koresponden|||
likuid|||
marginalisasi|||
mengenyam|||v.
mengerami|||v.
menjabarkan|||v.
menormalisasi||normalisasi|v.
menyalahgunakan|||v.
menyulut|||v.
merestrukturisasi||restrukturisasi|v.
misoginis|||
morbiditas|||
nasabah|||
non-keuangan|||
pandemik|||
penjatahan||jatah|n.
penyingkapan|||
prasyarat|||
proliferasi|||
reaktif|||
rival|||
sinis|||
telak|||
terfragmentasi|||
transaksional|||
warganegara|||
aktin|||
astrolab|||
bersin|||
citarasa|||
ekskavator|||
epos|||
hadits|||
handphone|||
hibrid|||
inspiratif|||
interseks|||
isotop|||
kaldu|||
konsepsi|||
morfin|||
organel|||
partisipan|||
playoff|||
riak|||
supermasif|||
tunanetra|||
tungau|||
algoritme|||
berpori|||adj.
boikot|||
bra|||
cembung|||
cikal|||
generalisasi|||
lava|||
linen|||
longitudinal|||
loyalitas|||
munisipalitas|||
penandatanganan|||
pengoptimalan||optimal|n.
perkamen|||
proletar|||
ritus|||
tarekat|||
zeta|||
amonia|||
antropologi|||
elektrostatik|||
genosida|||
gurat|||
khasiat|||
mempraktikkan|||v.
menyandang|||v.
mika|||
minimalis|||
pencelupan|||
rupee|||
dendritik|||
diploid|||
ditahbiskan|||v.
endoplasma|||
genotipe|||
induktansi|||
inflamasi|||
menenun||tenun|v.
oksalat|||
opium|||
profase|||
sentromer|||
spaghetti|||
teroksidasi|||
vesikel|||
aksesibilitas|||
amiloid|||
diinduksi||induksi|v.
fotolistrik|||
ibuprofen|||
kasing|||
keingintahuan|||
kepe-kepe|||
kosmologi|||
nanometer|||
non-standar|||
pandan|||
prakiraan|||
stereotip|||
tajuk|||
topografi|||
wirausahawan||wirausaha|n.
anorganik|||
arloji|||
etiket|||
higienis|||
histon|||
inisiasi|||
kano|||
khalayak|||
konvergen|||
lanyard|||
ligan|||
nektar|||
notebook|||
pengrajin|||
perabot|||
retro|||
silika|||
splitter|||
vinil|||
akad|||
aktuator|||
berbondong-bondong|||adv.
berihram||ihram|v.
berpangku|||v.
bertarikh||tarikh|v.
bertikai|||v.
cagarbudaya|||
dinafkahkan|||v.
dipungkiri|||v.
dititahkan|||v.
eksemplar|||
fenotipe|||
hakiki|||
hudud|||
instruktur|||
jilbab|||
kepongahan|||
kerancuan|||
konduksi|||
luluh|||
melamin|||
mengganjar|||v.
menyingkap|||v.
pancung|||
pasak|||
pekerti|||
pengesaan|||
penyelewengan|||
predikat|||
renda|||
resesif|||
ridai|||v.
ruku|||
sebaya|||
semu|||
sintering|||
tenggang|||
termaktub|||v.
yogurt|||
zarrah|||
polong|||
realisasi|||
reduksi|||
taring|||
teripang|||
analitik|||
antropolog|||
ateisme|||
ceruk|||
dedalu|||
diskografi|||
eksposur|||
fauna|||
frase|||
galat|||
inkubator|||
kastanye|||
keripik|||
korelasi|||
kultural|||
kungkang|||
mangan|||
melon|||
milidetik|||
milling|||
pencangkokan|||
sinar-x|||
teleskopik|||
termoplastik|||
tungkai|||
voucher|||
etimologi|||
folikel|||
hiperbolik|||
orisinal|||
osteoporosis|||
salmon|||
stabilisasi|||
stimulan|||
yodium|||
agonis|||
berengsek|||
charter|||
elips|||
feodal|||
imitasi|||
impeller|||
integer|||
karbokation|||
kearifan|||
masif|||
menterjemahkan||terjemah|v.
mimbar|||
pembaharuan|||
proyektil|||
starter|||
ikonik|||
komune|||
mono|||
ofensif|||
sinus|||
sweater|||
takhingga|||
tampang|||
tenor|||
check-in|||
dasbor|||
menopause|||
naturalisasi|||
payau|||
pemijahan|||
pra|||
sakramen|||
sekuritas|||
simultan|||
sonikasi|||
sundal|||
terapeutik|||
ambigu|||
antiretroviral|||
asmara|||
autis|||
bentrokan|||
biomimikri|||
buluh|||
dekriminalisasi|||
demografis|||
demokratisasi|||
diperbaharui|||v.
direvisi||revisi|v.
disertasi|||
eksistensi|||
eksistensial|||
ekstrimisme|||
finalisasi|||
gigaton|||
herbisida|||
herpes|||
heteroseksual|||
idealisme|||
inkonsistensi|||
insektarium|||
introspeksi|||
kakatua|||
ketidakefisienan|||
khatulistiwa|||
klausul|||
konsorsium|||
leukemia|||
limpasan|||
litium|||
lumrah|||
meminimalisasi|||v.
mengadvokasi||advokasi|v.
menitikberatkan|||v.
mentalitas|||
menyingkapi|||v.
merevisi||revisi|v.
metodologi|||
mondar-mandir|||
monogami|||
multilayer|||
nativis|||
non-minyak|||
optimistis|||
overdosis|||
overfishing|||
partisipatif|||
patriarkal|||
penandatangan|||
pengucuran|||
penyerbuk|||
play-off|||
prefrontal|||
preset|||
prevalensi|||
privatisasi|||
pustakawan|||
radikalisasi|||
ratifikasi|||
regeneratif|||
regresif|||
rekapitalisasi|||
relokasi|||
rente|||
reservoir|||
robotika|||
sentris|||
sistemik|||
stratosfer|||
sublimasi|||
swadaya|||
teknokratis|||
tektonik|||
terkesima|||v.
terkikis|||v.
terpolarisasi|||
tetanus|||
tonggak|||
trans-atlantik|||
transceiver|||
transistor|||
troika|||
verbal|||
almond|||
bogie|||
dalang|||
disunting|||v.
engkol|||
interferensi|||
komedian|||
mainstream|||
meme|||
novelis|||
palem|||
piyama|||
plakat|||
sensorik|||
spandex|||
antologi|||
deviasi|||
dipraktikkan|||v.
disipasi|||
gesper|||
non-logam|||
otentikasi|||
plastisitas|||
supersimetri|||
tengkuk|||
tonjolan|||
ventrikel|||
webinar|||
zoologi|||
alveoli|||
aneksasi|||
aritmatika|||
dicelup|||v.
gamet|||
inisial|||
kosinus|||
lis|||
memvisualisasikan||visualisasi|v.
poligon|||
astrofisika|||
autistik|||
bioluminesens|||
cewe|||
dehidrasi|||
dipratinjau||pratinjau|v.
kakap|||
kornea|||
kosmik|||
layout|||
mebel|||
mencentang||centang|v.
molekular|||
motorik|||
neurosains|||
pensinyalan|||
satin|||
singkong|||
aib|||
berai|||
berdiang|||v.
bergoncang||guncang|v.
berhisab||hisab|v.
bernazar||nazar|v.
berolok-olok||olok-olok|v.
bertayamum|||v.
beruban|||adj.
betok|||
booster|||
congkak|||
dicekam|||v.
dihamparkan|||v.
diimplementasikan||implementasi|v.
dilaknat||laknat|v.
dilaknati||laknat|v.
dinisbatkan|||v.
ditalak||talak|v.
emoji|||
emplasemen|||
empu|||
fikih|||
fonem|||
heuristik|||
jelita|||
junub|||
kaidah|||
kecaman|||
khusyu|||
kifarat|||
klarifikasi|||
lapuk|||
mahabenar|||
melaknati||laknat|v.
memperolok-olok|||v.
menakar|||v.
mencemooh|||v.
menjulurkan|||v.
mentertawakan|||v.
menyingkapkan|||v.
mukminat|||
omnivora|||
paok|||
peluruhan|||
penyulingan|||
puding|||
selaput|||
syuhada|||
terbuai|||v.
terompet|||
timba|||
vasal|||
arkade|||
chipmunk|||
cuman|||
ftalat|||
geometrik|||
herbivora|||
hidroklorida|||
jajanan|||
kap|||
keong|||
kloroplas|||
kontroler|||
lansekap|||
libertarian|||
memperbaharui|||v.
menginduksi||induksi|v.
modulasi|||
nekrosis|||
penginderaan||indera|n.
pipet|||
plafon|||
prefek|||
protektorat|||
sanggar|||
sorgawi|||
taktis|||
telofase|||
terpeleset|||v.
toleran|||
lantik|||v.
kemenakan|||
cerpen|||
sakti|||
adinda|||
sahut|||
ilustrator|||
hulubalang|||
nan|||
ceritera|||
kesaktian||sakti|
sirih|||
biodata|||
titah|||
tang|||
punggawa|||
sayembara|||
tara|||
intan|||
hikayat|||
telaga|||
pinta|||
bertapa||tapa|
keraton|||
nakhoda|||
pinang|||
dian|||
reka|||
tuk|||
duli|||
sagu|||
bedil|||
rotan|||
menyahut||sahut|
syahdan|||
mah|||
mengaji|||
nujum|||
laskar|||
puan|||
penelaah|||
nyak|||
bait|||
tapa|||
pantun|||
meminang|||
satria|||
merantau||rantau|
kening|||
arif|||
gada|||
tertegun|||
lirih|||
preposisi|||
gamelan|||
khazanah|||
kadi|||
lumbung|||
baharu|||
kawula|||
lauk|||
alu|||
nagari|||
sastrawan||sastra|
tar|||
cengkih|||
diceriterakan||ceritera|
gasing|||
asri|||
pinangan|||
magrib|||
nyaring|||
dwibahasa|||
imajinatif|||
gundah|||
serempak|||
balairung|||
periuk|||
angan|||
sarat|||
pendapa|||
royong|||
kesusastraan||sastra|
mahligai|||
murung|||
mudik|||
alkisah|||
mufakat|||
pelanduk|||
kolong|||
nira|||
bercucuran||cucur|
emban|||
limau|||
mangkat|||
ringgit|||
bakul|||
bubu|||
lengser|||
jeng|||
alah|||interj.
bersila|||
nangka|||
lesung|||
tersedu-sedu||sedu|
beradab||adab|
kuli|||
rebah|||
bersimpuh|||
ditelaah|||
kahyangan|||
pelosok|||
pilu|||
terperanjat|||
bestari|||
kaula|||
pesantren|||
rimbun|||
kekar|||
tersohor|||
sigap|||
berwibawa||wibawa|
tangkas|||
betah|||
gempar|||
kosa|||
padepokan|||
perangai|||
rupawan|||
biawak|||
rantau|||
kendi|||
ilalang|||
mengelus|||
mencekam|||
nuri|||
pawang|||
tunggul|||
isak|||
perkutut|||
azan|||
insan|||
masya|||
menghaturkan|||
mite|||
menyongsong|||
mami|||
mempersunting|||
menyodorkan|||
antarbudaya|||
layu|||
rampai|||
baliho|||
nunggu||tunggu|
lidi|||
nian|||
penggawa|||
reklame|||
urung|||
penyamun|||
menceriterakan||ceritera|
merebahkan||rebah|
sayup-sayup|||
terbahak-bahak|||
mujur|||
ulu|||
manikam|||
genderang|||
mandau|||
paseban|||
tekukur|||
kemenyan|||
prakata|||
bergotong|||
dangau|||
enau|||
jajan|||
hahaha|||
pecel|||
telunjuk|||
tuak|||
duhai|||
kenduri|||
manggil||panggil|
assalamualaikum|||
birahi|||
keladi|||
kodrat|||
hayat|||
gala|||
menimpali|||
terkapar|||
tukas|||
bingkisan|||
laksa|||
berkecamuk|||
ijuk|||
tempayan|||
bersahutan||sahut|
pesanggrahan|||
berlinang|||
nahkoda|||
wibawa|||
menerawang|||
risau|||
daku|||
dikaji|||
fasilitator|||
huma|||
penyuluhan|||
angkara|||
pendopo|||
rumbia|||
menghunus|||
buk|||
sua|||
kasuari|||
pedati|||
tergopoh-gopoh|||
halilintar|||
berjajar|||
rima|||
kura|||
maritim|||
folklor|||
naratif|||
taji|||
balam|||
ketus|||
leluasa|||
menumpas||tumpas|
penat|||
belimbing|||
gapura|||
kenari|||
pelita|||
peribahasa|||
sentosa|||
beo|||
bertubi-tubi|||
kuali|||
sesajen|||
bersua||sua|
semerbak|||
jejaka|||
was-was|||
narasumber|||
bersanding|||
depa|||
melarat|||
semilir|||
sendu|||
disadur|||
krama|||
molek|||
pelepah|||
temurun|||
biduanda|||
menjalar||jalar|
peluh|||
sontak|||
cangkul|||
janggut|||
keruh|||
laun|||
menitahkan||titah|
kudu|||
mempan|||
suntuk|||
terkulai|||
bercengkerama|||
mengucur|||
papeda|||
belanga|||
sorai|||
glosarium|||
manggis|||
melilit|||
sawo|||
usungan|||
gemerlapan||gemerlap|
kati|||
ndak|||
aren|||
kapuk|||
meringis|||
pelupuk|||
perhelatan||helat|
takzim|||
langsat|||
menggempur||gempur|
pening|||
rerumputan||rumput|
pujangga|||
aha|||
apak|||
belia|||
berjejer|||
kepatihan|||
lunglai|||
sampe|||
terisak||isak|
terisak-isak||isak|
terjal|||
menanak|||
mendekap|||
petaka|||
alang-alang|||
hem|||interj.;n.
menganga|||
bersemedi|||
cendana|||
loba|||
nalar|||
bengong|||
perantauan||rantau|
sayu|||
gara|||
gotong|||
rubuh|||
taraf|||
transliterasi|||
belibis|||
gubug|||
menggarap||garap|
menggerutu||gerutu|
mualim|||
alunan|||
gontai|||
kuduk|||
maligai|||
nomina|||
macapat|||
praja|||
termangu|||
diapit||apit|
gerimis|||
lemang|||
noken|||
ruah|||
talas|||
tambur|||
zuhur|||
gerutu|||
guruh|||
majas|||
sufi|||
taun|||
tersipu|||
gundik|||
lakon|||
lembing|||
termasyhur||masyhur|
berduyun-duyun|||
berimbas|||
disuguhkan|||
karsa|||
mengi|||
oya|||
terlena|||
ujud|||
digarap||garap|
golek|||
kecut|||
ketangkasan||tangkas|
luruh|||
nekat|||
nurut||turut|
dermawan|||
galah|||
gundul|||
jemari|||
kraton|||
ooo|||
anjung|||
makcik|||
mamah|||
matra|||
onde-onde|||
penafian|||
siamang|||
koordinator|||
kopiah|||
mancung|||
pundi-pundi|||
tentram|||
ajian|||
berangsur|||
bunting|||
dai|||
jenaka|||
lugu|||
serai|||
berahi|||
durja|||
nipis|||
nista|||
pukat|||
tergesa|||
falsafah|||
gawe|||
gempita|||
joglo|||
larik|||
lauk-pauk|||
sanggul|||
sholat|||
teko|||
honai|||
kewibawaan||wibawa|
lika|||
sabung|||
sauh|||
terperangah|||
cendekia|||
diselingi|||
meladeni|||
tumben|||
berlaga|||
lengang|||
madah|||
referen|||
sediakala|||
siswi|||
syahadat|||
ulin|||
balau|||
gawai|||
kusir|||
menasehati|||
mendongak|||
semarak|||
talam|||
tapai|||
etnik|||
khidmat|||
murai|||
suluh|||
tiung|||
apatah|||
berbinar|||
gemulai|||
goyah|||
titian|||
verba|||
akh|||
dirundung|||
jadah|||
musti|||
nda|||
nibung|||
rampung|||
suluk|||
tasawuf|||
berjongkok||jongkok|
canang|||
masyhur|||
suling|||
taut|||
warta|||
berkutik|||
bertandang|||
dulang|||
hardik|||
ikal|||
janur|||
kuskus|||
mengganjal|||
paya|||
priyayi|||
sangsi|||
biduk|||
kampak|||
rancak|||
sandang|||
melongo|||
salak|||
gelatik|||
kelu|||
lipan|||
membahana|||
nangkap||tangkap|
bergotong-royong|||
hara|||
kasa|||
mantu|||
mencubit|||
moga|||
nyuruh||suruh|
sayup|||
tamah|||
tersulut|||
gabah|||
gentong|||
lawas|||
menceburkan|||
nanya||tanya|
tapis|||
buntung|||
lha|||interj.
mengalun|||
nipah|||
sunat|||
utan|||
bergeming|||
betung|||
cemeti|||
kencur|||
membabat|||
nekad|||
nulis||tulis|
pasu|||
penataran|||
pulut|||
sanggah|||
berkumandang|||
bumbung|||
celetuk|||
jagad|||
menjulur|||
antarmanusia|||
bertatahkan||tatah|
gayung|||
gudeg|||
insaf|||
jalar|||
karam|||
kasmaran|||
khasanah|||
pikuk|||
rekaan||reka|
revitalisasi|||
sanubari|||
tulah|||
wudu|||
beliung|||
bendi|||
berembus|||
dandang|||
kalut|||
melengking|||
melulu|||
menyembul|||
musala|||
ngantuk||kantuk|
pakis|||
sabil|||
titisan|||
zamrud|||
hiruk|||
jenang|||
kanak|||
lanun|||
melantunkan|||
menerka||terka|
mengidam|||
nemukan||temu|
nerima||terima|
pencak|||
pundi|||
sembrani|||
tersedu||sedu|
ngaji|||
sukur|||
terbirit-birit|||
berdecak|||
ditabuh|||
gerah|||
jukung|||
menyeringai|||
menyeruak|||
merambah|||
merang|||
ngajak||ajak|
oleng|||
rona|||
terhenyak|||
alaikum|||
deskriptif|||
dianyam|||
hiruk-pikuk|||
jangkung|||
melerai|||
menanjak|||
menubruk|||
nagasari|||
pelik|||
tandas|||
tempoyak|||
tumpuan|||
jongkok|||
kualitatif|||
nas|||
penyuluh|||
siung|||
suasa|||
dentuman|||
ngambil||ambil|
sekuntum||kuntum|
sembab|||
terhunus|||
ternganga|||
anggrek|||
bergidik|||
ikhtiar|||
keriting|||
kudis|||
mancanegara|||
membuyarkan|||
menyuguhkan|||
ngapa|||
saban|||
seloka|||
teki|||
terpampang|||
waalaikumsalam|||
wedang|||
berkelit|||
berujud||ujud|
capung|||
celengan|||
dibalut|||
kuntilanak|||
mengelu-elukan|||
sesumbar|||
warni|||
anugrah|||
goni|||
hehe|||
kemiri|||
kunang|||
luntur|||
mencangkul||cangkul|
pagelaran|||
pamali|||
purut|||
rebung|||
redaktur|||
riam|||
rohaniah|||
berbinar-binar|||
bermenung|||
eee|||
gotong-royong|||
kontekstual|||
onggokan|||
pencalang|||
ayal|||
baheula|||
gemerlap|||
hehehe|||
kaul|||
kemilau|||
kesetiakawanan|||
ketam|||
khayangan|||
kos|||
manca|||
menabuh|||
mengernyitkan|||
pusara|||
seantero|||
suguhan|||
tawakal|||
tertatih-tatih|||
ummi|||
bersimbah|||
buaian|||
butut|||
kalap|||
kandas|||
menambatkan|||
mengibaskan|||
pemudi|||
pupus|||
raib|||
rawit|||
sangar|||
terjerembab|||
tongkonan|||
bercengkrama|||
caping|||
cengkeh|||
getir|||
ikhwal|||
khusuk|||
menenteng|||
menilik|||
selempang|||
terlentang|||
tersengal-sengal|||
umbul-umbul|||
netra|||
ane|||
antarsuku|||
bergelantungan|||
insyaallah|||
jera|||
ketoprak|||
khilaf|||
kolak|||
pelit|||
realisme|||
rebana|||
rubrik|||
semburat|||
terpaut|||
tersipu-sipu|||
ampas|||
bahari|||
bergerombol|||
bertualang|||
dengkur|||
diparang|||
kalimah|||
lagak|||
lipstik|||
memboyong|||
memo|||
milih||pilih|
pedagogis|||
penghayatan||hayat|
puskesmas|||
rintik-rintik|||
rujak|||
seia|||
sempoyongan|||
beringsut|||
dalih|||
disodorkan|||
lembayung|||
makrifat|||
melayat|||
mendengkur||dengkur|
palawija|||
pinggan|||
tifa|||
unto|||
peleton|||
berembuk|||
beringas|||
dawet|||
digencarkan||gencar|
disuguhi|||
gencar|||
hayo|||interj.
kelor|||
klepon|||
kuntul|||
menimang|||
mimik|||
moga-moga|||
ransum|||
sepoi|||
susila|||
terbahak|||
tuba|||
ulam|||
akik|||
berdendang||dendang|
compang-camping|||
duku|||
ekstrakurikuler|||
huru-hara|||
ketela|||
mengepalkan|||
mitologis|||
pedukuhan|||
pegal|||
pitam|||
waswas|||
cebol|||
kesurupan|||
menggelepar|||
menyibak|||
mistik|||
pelipis|||
rajah|||
salawat|||
adab|||
berikhtiar||ikhtiar|
berjanggut||janggut|
gardu|||
gatra|||
lontong|||
meliuk-liuk|||
memintal|||
mengeroyok|||
montok|||
naas|||
perjaka|||
rimbunan||rimbun|
sekam|||
seutas||utas|
tilam|||
areal|||
atma|||
besan|||
dadak|||
dodol|||
kadangkala|||
kulup|||
lengkuas|||
mengguyur|||
mumpuni|||
ngilu|||
penyebarluasan|||
prosentase|||
religi|||
saduran|||
stilistika|||
alhasil|||
bergumul|||
diksi|||
ditambatkan|||
lantunan|||
menepis|||
mengerling|||
perdu|||
rapor|||
tercekat|||
terngiang|||
tertambat|||
majlis|||
berfoya-foya|||
bokor|||
dukacita|||
guk|||
jamban|||
kepalan|||
lori|||
meledek|||
merisaukan||risau|
metaforis|||
nyangka||sangka|
sinopsis|||
tengara|||
tertelungkup|||
fraktur|||
fungi|||
gastropoda|||
kembung|||
palung|||
persilangan|||
prefabrikasi|||
subduksi|||
tinja|||
tonase|||
trampolin|||
translasi|||
validasi|||
ambiguitas|||
analgesia|||
antiangiogenik|||
antidepresan|||
aplaus|||
artritis|||
ayang|||
berpendar|||
bersungut-sungut||sungut|
biadab|||
cekung|||
dijabarkan|||
dikukus||kukus|
dinihari|||
dongkol|||
eceran|||
handai|||
heliks|||
heroik|||
infantri|||
jambangan|||
keroncongan|||
klitoris|||
kobra|||
kreator|||
kujang|||
lengkingan|||
linggi|||
loji|||
luwes|||
melebur|||
melongok|||
mengamen|||
mengiakan|||
menyulam|||
ningrat|||
nomaden|||
penahbisan|||
penyelia|||
porak|||
purbakala|||
rasial|||
resveratrol|||
rintik|||
rubi|||
sampo|||
sedu|||
striker|||
tambatan|||
temaram|||
tersembul|||
walang|||
bermediasi||mediasi|
cucur|||
dimorfisme|||
introvert|||
kapasitif|||
klasemen|||
kompres|||
mortar|||
oksidatif|||
replikasi|||
tubular|||
tundra|||
wafer|||
baji|||
bernaung|||
borok|||
digubah|||
distilasi|||
dor|||
ekspositori|||
ekstruder|||
elevasi|||
estetik|||
garing|||
gemericik|||
gending|||
goblok|||
ingus|||
kegundahan||gundah|
ketentraman||tentram|
kuntum|||
literal|||
loket|||
mancing||pancing|
memoar|||
mencibir|||
pelipur|||
penalaran||nalar|
polikarbonat|||
psikoaktif|||
satai|||
separo|||
seremonial|||
skripsi|||
terbersit|||
teritori|||
walet|||
filogenetik|||
firewall|||
germo|||
katrol|||
kecambah|||
manipulator|||
motherboard|||
polaritas|||
ransomware|||
rebound|||
relikui|||
sake|||
semantik|||
terigu|||
aerosol|||
arteriola|||
awang-awang|||
backend|||
berdomisili|||
bergelut|||
bertumpu|||
bully|||v.;n.
eliminasi|||
hemofilia|||
historiografi|||
inferior|||
karawitan|||
kimiawan|||
kromatografi|||
lelehan|||
lembap|||
mengapit||apit|
merona||rona|
metafase|||
osilasi|||
parlementer|||
pengkaji|||
porak-poranda|||
rumbai|||
samadi|||
selulosa|||
sonar|||
tumis|||
anekdot|||
aspirin|||
astronaut|||
belatung|||
bordil|||
borjuasi|||
browsing|||
energik|||
impikan|||
konjektur|||
konseptual|||
megawatt|||
memoles|||
mensintesis||sintesis|
metalcore|||
mikroskopis|||
neurotransmitter|||
nitrazepam|||
on-line|||
parsec|||
poliglot|||
psoriasis|||
safir|||
sintetik|||
stamina|||
timpang|||
voting|||
adaptif|||
adidaya|||
altruisme|||
antropogenik|||
bio-revolusi|||
bungee|||
dicanangkan|||
dikecam|||
dililit|||
disintegrasi|||
dorsal|||
emansipasi|||
eskalasi|||
fertilitas|||
fesyen|||
fluktuatif|||
formalisasi|||
fundamentalis|||
globalisme|||
granulasi|||
homogen|||
imaji|||
inefisiensi|||
influensa|||
inheren|||
inositol|||
jidat|||
kanonik|||
kapok|||adj.;n.
ketidakamanan||aman|
kolusi|||
komersialisasi|||
komoditi|||
kompetitor|||
komplemen|||
kronometer|||
memprovokasi|||
mending|||
menggembar-gemborkan|||
menindaklanjuti|||
mentoring|||
merebak|||
merogoh|||
merongrong|||
mortalitas|||
nambah||tambah|
otokratis|||
pasirah|||
perwara|||
poci|||
pongah|||
pragmatisme|||
pro-pemerintah|||
proksi|||
rajut|||
relung|||
renggang|||
represi|||
represif|||
risih|||
salinitas|||
secercah|||
sejoli|||
semboyan|||
sempoa|||
separatis|||
serong|||
simposium|||
sipit|||
spekulatif|||
stator|||
stunting|||
sungkawa|||
sungut|||
surveilans|||
syak|||
telaten|||
temporal|||
tergugah|||
terlunta-lunta|||
three-in-one|||
tiriskan|||
transformasional|||
unilateralisme|||
adrenalin|||
adsorpsi|||
akuatik|||
apartheid|||
barbar|||adj.;n.
cookies|||
definitif|||
dojo|||
faktorial|||
formaldehid|||
frontal|||
genius|||
hip-hop|||
individualis|||
inersia|||
intertidal|||
kolibri|||
kontingen|||
langsir|||
limfosit|||
metil|||
off-road|||
paviliun|||
peubah|||
premis|||
reflektor|||
rerata|||
skuat|||
spui|||
subdivisi|||
utas|||
utopia|||
verteks|||
win-win|||
analgesik|||
aromatik|||
bakpia|||
ciut|||
deburan|||
detasemen|||
dipersunting|||
elektro|||
eukariota|||
fiktif|||
gubahan|||
hotspot|||
iluminasi|||
indung|||
iterasi|||
kognisi|||
kongsi|||
lancip|||
langkan|||
linglung|||
membelalak|||
mencahari|||
mengernyit|||
menyeruput|||
mikir||pikir|
motong||potong|
muasal|||
mukul||pukul|
nokturnal|||
nonfiksi|||
ohm|||
parutan|||
patologi|||
pengisap||isap|
piutang|||
prahara|||
reyot|||
sabetan|||
sajen|||
sauna|||
sitokin|||
tabuhan|||
tanker|||
tender|||
terjungkal|||
termangu-mangu|||
webcam|||
wudhu|||
zodiak|||
angan-angankan||angan-angan|
anus|||
asimilasi|||
bersikukuh||kukuh|
berthawaf||tawaf|
boson|||
dijebloskan|||
dilebur|||
disingkapkan|||
ditasydidkan|||
dzarrah|||
elevator|||
fanatisme|||
fathah|||
fitoplankton|||
geologis|||
goji|||
halau|||
hijab|||
intravena|||
isolator|||
jargon|||
jeans|||
jeli|||adj.;n.
kealpaan|||
kemelaratan||melarat|
kesinambungan|||
komputasional|||
kriminalitas|||
landmark|||
majrur|||
martabak|||
mediasi|||
mengidgamkan|||
mengidhafatkan|||
mengimlakkan|||
menyamun|||
meraup|||
mualaf|||
mut'ah|||
muttashil|||
nakirah|||
naluriah||naluri|
negarawan|||
nusyuz|||
obyektif|||
patokan|||
pembilasan|||
piranha|||
qalam|||
radiolog|||
robotik|||
sinestesia|||
sofosbuvir|||
spermatozoa|||
subjektif|||
superstar|||
syari'at|||
tagut|||
tandan|||
terompah|||
tersedak|||
zahir|||
arkeologis|||
atrium|||
berkacak|||
bernalar||nalar|
buncit|||
disandang||sandang|
elektronegatif|||
gesa|||
